"FID_","ID","X","Y","NAME","STATE","CSVRID","CYCAVAIL","CYCBACK","TIME_","ADDR","CALL","SERVICE","TYPE"
,"3c19d424-a8a9-4d70-8fd3-1e4d496f10ba",82381.433700,80501.994500,"解放东路凯旋东路口","无人值守",3251.000000,5.000000,16.000000,"租车06:00~21:00，还车06:00~22:00","解放东路凯旋东路口",.000000," "," "
,"73d2abf0-7456-49ba-aa28-2d00567c7ca7",84091.425100,82781.187100,"新塘路二十二号","无人值守",3253.000000,6.000000,15.000000,"租车06:00~21:00，还车06:00~22:00","新塘路202号对面",.000000," "," "
,"6f01bcb1-66c6-4a08-b461-38438014f66d",84098.014900,82601.091800,"新塘路一六四号","无人值守",3254.000000,1.000000,20.000000,"租车06:00~21:00，还车06:00~22:00","新塘路164号对面",.000000," "," "
,"394a8504-df1e-4f6a-aac8-5f841ede2ec3",84807.336200,84088.098500,"艮山西路章家坝站","无人值守",3256.000000,2.000000,19.000000,"租车06:00~21:00，还车06:00~22:00","艮山西路章家坝站（南）",.000000," "," "
,"56b41e1e-3b73-4808-8450-57c1f77e669e",84416.906300,83944.323800,"艮山西路汽车东站","无人值守",3257.000000,15.000000,17.000000,"租车06:00~21:00，还车06:00~22:00","艮山西路汽车东站（北）新理想高复前",.000000," "," "
,"d3e00d43-e310-4475-a880-42a76f292e9b",88977.419000,88427.624400,"九环路","无人值守",3258.000000,11.000000,10.000000,"租车06:00~21:00，还车06:00~22:00","九环路万科楼盘对面车站旁",.000000," "," "
,"dce3fe6f-c5ef-4a8a-b98f-44e614288f5a",83393.406500,81998.087200,"秋涛北路78号","无人值守",3313.000000,15.000000,15.000000,"租车06:00~21:00，还车06:00~22:00","秋涛北路79号，国美电器",.000000," "," "
,"1d2d6a8c-4a9c-43fe-a0f4-7116d71842cb",87234.930700,91979.315500,"环丁路勤丰路口","无人值守",3314.000000,1.000000,20.000000,"租车06:00~21:00，还车06:00~22:00","环丁路勤丰路口",.000000," "," "
,"ef3c8d8f-ba25-4f0f-8f69-d053603452da",87157.358600,91962.948200,"勤丰路环丁路口","无人值守",3315.000000,2.000000,19.000000,"租车06:00~21:00，还车06:00~22:00","勤丰路环丁路口幼儿园",.000000," "," "
,"5c8f6e69-751a-478f-b5d0-a3340911e5b8",85880.457400,90368.816700,"石大线北横塘6区55号","无人值守",3317.000000,1.000000,20.000000,"租车06:00~21:00，还车06:00~22:00","石大线北横塘六区五十五号",.000000," "," "
,"e1d92ba5-adc9-4996-b79e-4d856d3a45f3",85735.171700,90252.517100,"石大线北横塘六区七十二号","无人值守",3318.000000,1.000000,20.000000,"租车06:00~21:00，还车06:00~22:00","石大线北横塘6区72号",.000000," "," "
,"bd63fb65-d93a-4035-8619-7c02b5f4f24c",85920.180700,90338.463900,"石大线南横塘五区四十一号","无人值守",3320.000000,21.000000,.000000,"租车06:00~21:00，还车06:00~22:00","石大线南横塘5区41号左侧万里汽车修理公司",.000000," "," "
,"2a44bdf0-a040-4f1a-b279-73528168f1e3",86381.791900,90696.129600,"石大线南笕丁路口","无人值守",3322.000000,10.000000,11.000000,"租车06:00~21:00，还车06:00~22:00","石大线南笕丁路口",.000000," "," "
,"03057ea2-fcbe-4d6b-ae2e-d9f2fa84ebae",85678.604900,90154.743200,"石大线南横塘桥","无人值守",3323.000000,21.000000,.000000,"租车06:00~21:00，还车06:00~22:00","石大线南横塘桥下转角万里汽车修理公司",.000000," "," "
,"e34baa5a-fb79-4eb0-bf9b-4edf003386da",84255.836500,88657.534700,"俞章村公园","无人值守",3324.000000,2.000000,19.000000,"租车06:00~21:00，还车06:00~22:00","俞章村2区37号前",.000000," "," "
,"b26e3d5f-1a55-4682-b428-81ffb9e30501",84057.019200,88663.589800,"俞章村老年活动中心","无人值守",3326.000000,8.000000,13.000000,"租车06:00~21:00，还车06:00~22:00","俞章村老年活动中心门前",.000000," "," "
,"eb96130c-2d02-451f-bf68-6dee89f0bde8",82315.122400,85633.849300,"顾家畈路红梅社区","无人值守",3327.000000,8.000000,13.000000,"租车06:00~21:00，还车06:00~22:00","顾家畈路红梅社区内",.000000," "," "
,"94fe2648-0deb-4b56-89ea-8b0c5027f908",86253.947000,85146.959000,"备塘路明月桥路口","无人值守",3328.000000,8.000000,13.000000,"租车06:00~21:00，还车06:00~22:00","备塘路明月桥路口，35路彭埠镇公交站",.000000," "," "
,"24f8e200-1c0c-4653-9173-ba5322ebd67e",87868.927500,84753.481600,"六堡社区","无人值守",3329.000000,1.000000,20.000000,"租车06:00~21:00，还车06:00~22:00","4号港路艮山西路口，六堡社区云官塘2区109号对面",.000000," "," "
,"38c34306-d809-4114-8040-330253d06f36",88765.809100,85286.921400,"七堡社区2","无人值守",3331.000000,3.000000,13.000000,"租车06:00~21:00，还车06:00~22:00","七堡横街2号港路口",.000000," "," "
,"1da4745a-58cf-493e-bd0d-a0af4a160fd1",83630.050200,81587.311900,"庆春东路北","无人值守",3332.000000,5.000000,16.000000,"租车06:00~21:00，还车06:00~22:00","庆春东路北秋天路口",.000000," "," "
,"617b434f-b226-449b-94a1-43636cbedf3c",83122.265000,81553.829100,"采荷小区紫藕坉","无人值守",3333.000000,3.000000,11.000000,"租车06:00~21:00，还车06:00~22:00","庆春东路南采荷小区紫藕坉6幢",.000000," "," "
,"9fa07c72-966e-4a90-a793-4e8b14657c2e",79610.834500,94057.413100,"康明路","无人值守",4281.000000,8.000000,10.000000,"租车06:00~21:00，还车06:00~22:00","康桥工业园区康景路东北角60米",.000000," "," "
,"97f1b661-695e-4d23-a309-b2a23617f498",79043.483900,93972.753200,"康政路十八号","无人值守",4282.000000,4.000000,16.000000,"租车06:00~21:00，还车06:00~22:00","康桥工业园区康中路东北角30米",.000000," "," "
,"fde5d66b-75d9-4403-a98b-5a0c93dc6036",78249.532200,91078.423600,"拱康停车场","无人值守",4284.000000,8.000000,13.000000,"租车06:00~21:00，还车06:00~22:00","拱康停车场北大门南侧",.000000," "," "
,"639a1460-e232-41d7-945a-1aff34d3deb6",81853.195500,94481.639100,"刘文村农贸市场","无人值守",4285.000000,12.000000,3.000000,"租车06:00~21:00，还车06:00~22:00","刘文村电炉农贸市场旁",.000000," "," "
,"127f87d5-50a6-4c8a-80cc-1266562e5f35",81238.879300,93521.011200,"中轧营业房","无人值守",4286.000000,7.000000,14.000000,"租车06:00~21:00，还车06:00~22:00","中轧营业房旁",.000000," "," "
,"af1e7667-cfde-4a64-9efc-97434ee4911c",73663.770000,90353.796400,"浙江省戒毒所","无人值守",4288.000000,4.000000,18.000000,"租车06:00~21:00，还车06:00~22:00","浙江省戒毒所门口",.000000," "," "
,"b8faeddf-a988-4b73-9031-04ff24e2b67b",73294.127400,88589.686000,"秀月家园","无人值守",4289.000000,6.000000,17.000000,"租车06:00~21:00，还车06:00~22:00","秀月家园南区正门对面",.000000," "," "
,"52f198b7-0252-4207-9cf0-04e118caec5c",79842.392300,82313.654600,"灯芯巷","无人值守",2165.000000,3.000000,18.000000,"租车06:00~21:00，还车06:00~22:00","延安路灯芯巷社区南",15868130600.0000," "," "
,"172f63d3-671b-4a56-9711-8428a283d9fc",82272.781900,90637.704700,"景成幼儿园","无人值守",2168.000000,5.000000,16.000000,"租车06:00~21:00，还车06:00~22:00","竹清路151号景成幼儿园对面",15868130600.0000," "," "
,"40fed4e9-6d5a-4634-b645-dc36446f7ab6",81524.931100,86596.723200,"长城机电西","无人值守",2169.000000,1.000000,23.000000,"租车06:00~21:00，还车06:00~22:00","德胜路长城机电西侧",13454491000.0000," "," "
,"111efa4d-5c29-4ada-94ad-f6cf0eafdf97",83821.626300,90703.865200,"亿城嘉园","无人值守",2170.000000,21.000000,3.000000,"租车06:00~21:00，还车06:00~22:00","华丰路16号对面润和亿城嘉园门口",15868130500.0000," "," "
,"0eb25ac5-4979-43cf-bd51-813ad9743e20",83602.465000,90137.334400,"华丰东苑康宁路口","无人值守",2171.000000,6.000000,15.000000,"租车06:00~21:00，还车06:00~22:00","华中路华丰东苑康宁路口",15868130500.0000," "," "
,"c6dd205c-51d8-430f-a1d1-61f214bcc21e",83609.669000,90559.661000,"华丰东苑","无人值守",2172.000000,1.000000,20.000000,"租车06:00~21:00，还车06:00~22:00","华中路华丰东苑亿城嘉园6幢对面",15868130500.0000," "," "
,"a98c16ed-4215-4f94-8214-7729de2d1edc",83195.949600,90115.363500,"求知小学","无人值守",2174.000000,12.000000,9.000000,"租车06:00~21:00，还车06:00~22:00","康宁路1-4号对面",15868130500.0000," "," "
,"b43fd8ba-82ff-4682-8911-97492b6d411e",82725.171000,90286.237800,"杭州轴承厂","无人值守",2175.000000,17.000000,4.000000,"租车06:00~21:00，还车06:00~22:00","石桥路杭州轴承厂",15868130500.0000," "," "
,"ad3316f7-8303-4aee-98ca-32c971832d03",80437.457900,87405.693000,"灯塔新村","无人值守",2177.000000,14.000000,7.000000,"租车06:00~21:00，还车06:00~22:00","灯塔新村8幢碧桃巷79号对面",13486378100.0000," "," "
,"543177b2-d973-48ba-b96d-c86ff399bac6",82424.280100,86300.990500,"江心岛实验小学","无人值守",2179.000000,3.000000,21.000000,"租车06:00~21:00，还车06:00~22:00","三里亭家园小区26幢对面",13454491000.0000," "," "
,"bb768847-0eab-40b9-ac2b-40d9063a8ad5",83325.956700,91769.821100,"半山旧货市场北门","无人值守",2180.000000,19.000000,2.000000,"租车06:00~21:00，还车06:00~22:00","半山旧货市场北门",15868130500.0000," "," "
,"6a602718-a64c-4586-ad64-7afad567f623",83217.534400,91721.555400,"半山旧货市场西门","无人值守",2181.000000,20.000000,1.000000,"租车06:00~21:00，还车06:00~22:00","半山旧货市场西门",15868130500.0000," "," "
,"17ae61bc-5ed9-4ecc-8992-bfd04f32a81e",82250.350200,91110.008800,"永佳苑","无人值守",2182.000000,2.000000,19.000000,"租车06:00~21:00，还车06:00~22:00","永祥街91号对面",15868130600.0000," "," "
,"226af3c4-4d7b-4763-803f-dab8e375c8ba",82418.900300,86371.601000,"三里家园","无人值守",2184.000000,8.000000,16.000000,"租车06:00~21:00，还车06:00~22:00","三里亭家园小区三里家园正门",13454491000.0000," "," "
,"e3e592f8-d7e4-4c15-99de-57b573b55438",82720.721300,89427.358600,"石桥公交站站","无人值守",2185.000000,15.000000,9.000000,"租车06:00~21:00，还车06:00~22:00","石桥路石祥路口",13454490900.0000," "," "
,"034f1779-bb01-429f-93f1-fb1348cbd090",82626.715500,86815.478600,"德胜路石桥路口北","无人值守",2186.000000,2.000000,19.000000,"租车06:00~21:00，还车06:00~22:00","德胜路石桥路口北",13454491000.0000," "," "
,"6954aded-01a5-4b0a-8e29-2e0c2fddf69f",83902.620200,92115.375500,"临丁路","有人值守",3095.000000,14.000000,7.000000,"租车06:00~21:00，还车06:00~22:00","临丁路125号电杆",13606516700.0000," "," "
,"b1049cee-6e96-4ac9-9cb7-ca9872d26320",85782.717100,82884.174500,"运河东路一","无人值守",3096.000000,10.000000,11.000000,"租车06:00~21:00，还车06:00~22:00","运河路与景御路口，",13454491000.0000," "," "
,"961cb942-c6fc-41c3-bc9c-429381ddb611",82469.792600,82158.979500,"凯西社区","无人值守",3098.000000,11.000000,10.000000,"租车06:00~21:00，还车06:00~22:00","凯西社区337号电杆",13606522700.0000," "," "
,"64488c9c-71d8-4c76-8119-0fd87ee4fc7a",82503.784500,82335.458800,"凯旋路","无人值守",3099.000000,15.000000,6.000000,"租车06:00~21:00，还车06:00~22:00","凯旋路253号",13606522700.0000," "," "
,"747df694-a492-49f4-887c-e6f7769bef0b",82908.992500,81812.978400,"太平门直街双菱路口","无人值守",3100.000000,18.000000,3.000000,"租车06:00~21:00，还车06:00~22:00","太平门直街175号对门，张生记旁",15868130400.0000," "," "
,"b5b078a6-dccd-4d76-b23d-75cda94921eb",83642.706100,81890.017300,"景昙路太平门直街路口","无人值守",3102.000000,18.000000,3.000000,"租车06:00~21:00，还车06:00~22:00","景昙路太平门直街银泰门口左侧",15868130400.0000," "," "
,"7d6ead13-0673-46ab-9bb0-b1c666d7f28e",83829.917100,81908.454400,"太平门直街景昙路口","无人值守",3103.000000,12.000000,9.000000,"租车06:00~21:00，还车06:00~22:00","太平门直街393号对面",15868130400.0000," "," "
,"720229a6-a628-48d0-b2da-8900104f626b",83313.977600,83809.799800,"安琪儿市场","无人值守",3104.000000,27.000000,.000000,"租车06:00~21:00，还车06:00~22:00","艮秋22-4桥墩",15868123700.0000," "," "
,"0e60d312-ff76-4bcb-9fef-754299320e6e",84476.867000,84709.221800,"城东派出所","无人值守",3105.000000,7.000000,14.000000,"租车06:00~21:00，还车06:00~22:00","城东派出所，新塘路1号对面",13606524400.0000," "," "
,"df012e7a-5440-417c-868e-a07d501a4c81",83374.607300,83576.257200,"艮秋墩一十-一","无人值守",3108.000000,3.000000,18.000000,"租车06:00~21:00，还车06:00~22:00","艮秋立交下秋涛北路192-1",15868123700.0000," "," "
,"d6a9e204-50c1-4f0e-a60c-1077d7bff23f",83287.054200,83746.209700,"艮秋墩十四-二","无人值守",3109.000000,.000000,.000000,"租车06:00~21:00，还车06:00~22:00","艮秋立交下艮秋墩04-2",15868123700.0000," "," "
,"f6564cff-36bd-4c8a-abef-5cb3e95de4d7",84336.096500,86866.550400,"德胜东路机场路口","无人值守",3111.000000,3.000000,18.000000,"租车06:00~21:00，还车06:00~22:00","德胜东路机场路口",15868129400.0000," "," "
,"d8b9b4e0-fbeb-43e7-8722-0aa90504a478",83577.614100,83663.642400,"艮山西路一二号","无人值守",3112.000000,2.000000,19.000000,"租车06:00~21:00，还车06:00~22:00","艮山西路12号中巴停车场",15868123700.0000," "," "
,"4bfab23c-f92e-41dd-959a-357b16c45d5b",84516.437800,86926.650700,"鸿泰建设","无人值守",3113.000000,21.000000,.000000,"租车06:00~21:00，还车06:00~22:00","鸿泰建设机场路德胜东路东侧",15868129400.0000," "," "
,"db2957b3-dff1-4614-ae2a-b88d2e5d10ff",85548.014200,86887.648400,"德胜东路","无人值守",3114.000000,10.000000,11.000000,"租车06:00~21:00，还车06:00~22:00","德胜东路同协路口",15868129400.0000," "," "
,"d43ead42-2093-4c37-b699-44a2674fcc87",82526.191700,83100.672500,"凯旋路电杆一","无人值守",3116.000000,13.000000,8.000000,"租车06:00~21:00，还车06:00~22:00","凯旋路392电杆",13606522700.0000," "," "
,"8e7b7cb9-4c0b-4752-9f66-a85a5f768c72",82534.364500,82941.665400,"凯旋路电杆二","无人值守",3117.000000,12.000000,9.000000,"租车06:00~21:00，还车06:00~22:00","凯旋路384电杆（神农宾馆右侧）",13606522700.0000," "," "
,"b19a6c47-de81-45e8-a2a9-5c8a5416d9a8",82809.091100,84781.527700,"一一七医院","无人值守",3120.000000,15.000000,9.000000,"租车06:00~21:00，还车06:00~22:00","机场路38号一一七医院",13606524400.0000," "," "
,"0a028fff-fde6-4864-b8b5-cb6558e49477",83151.020900,85227.322700,"耀江大酒店","无人值守",3121.000000,8.000000,16.000000,"租车06:00~21:00，还车06:00~22:00","机场路秋涛路口",13606524400.0000," "," "
,"eb285a53-db3e-4573-98e9-99dc9306a0d1",83100.053400,85252.811400,"机场路秋涛路路口","无人值守",3122.000000,1.000000,23.000000,"租车06:00~21:00，还车06:00~22:00","机场路秋涛路北路口",13606524400.0000," "," "
,"70759b22-0b69-4c03-8291-25ab127234bd",82691.305000,84691.352400,"机场路一巷路口","无人值守",3124.000000,9.000000,15.000000,"租车06:00~21:00，还车06:00~22:00","机场路与机场路一巷路口",13606524400.0000," "," "
,"690c2a25-1b0c-478e-ace9-8f75bdf9288b",83405.889000,83757.855800,"安琪儿市场-一","无人值守",3125.000000,5.000000,19.000000,"租车06:00~21:00，还车06:00~22:00","艮秋墩东北北匝道02-1",15868123700.0000," "," "
,"32ef2411-3827-4d9d-8124-9bd4cd448608",82785.039900,80946.994500,"采荷路三五号","无人值守",3126.000000,3.000000,18.000000,"租车06:00~21:00，还车06:00~22:00","采荷路35号",15868124500.0000," "," "
,"a13ab18b-365f-40e9-b158-0bea6408265f",83737.437100,81587.018900,"庆春东路北","无人值守",3128.000000,13.000000,8.000000,"租车06:00~21:00，还车06:00~22:00","庆春东路邵医药店对面",15868130400.0000," "," "
,"9f0e246e-1428-469b-9b80-1f99649ae6de",83789.414400,81815.009200,"太平门直街","无人值守",3129.000000,10.000000,11.000000,"租车06:00~21:00，还车06:00~22:00","太平门直街309号对面",15868130400.0000," "," "
,"f21ca42e-c9e1-430d-95fd-ba6a4a874815",82511.676200,82806.573400,"神农宾馆","无人值守",3130.000000,1.000000,20.000000,"租车06:00~21:00，还车06:00~22:00","凯旋路375号电杆，神农宾馆斜对面",13606522700.0000," "," "
,"c00d1f7c-c257-4685-8f7f-14490ce3bb74",82393.502900,80578.353900,"清泰小区","无人值守",3131.000000,7.000000,14.000000,"租车06:00~21:00，还车06:00~22:00","凯旋路清泰小区，杭州茶厂门口",15868124500.0000," "," "
,"3a8df73f-75b7-4efc-be1f-bae705891aed",96644.489100,88035.166500,"学林街一一五三号","无人值守",3607.000000,1.000000,31.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","学术街1153号对面都尚购物中心前空地",15967122100.0000," "," "
,"77b4d6a6-d03b-4a6e-b6bf-e04ea06d424a",97632.950300,88393.632200,"学源街文泽路东","无人值守",3608.000000,27.000000,5.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","学源街文泽路东南面快速公交站旁",15967122100.0000," "," "
,"a079d9e9-a036-4de0-9741-45b4f9c45e8a",99196.144800,88365.902400,"中国计量学院大门左","无人值守",3609.000000,6.000000,26.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","学源街中国计量学院大门左侧50米",15967122100.0000," "," "
,"bd953723-30cf-4008-ba09-dc5e6a77f3a1",99273.596500,87854.562900,"文津路四十一号","无人值守",3610.000000,13.000000,19.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","文津路41号南侧公交中心站人行道上",15967122100.0000," "," "
,"46f13bf5-4f72-4cb6-b71e-ff23068c9b2f",100114.631800,87985.288500,"学林街六零六号","无人值守",3612.000000,1.000000,31.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","学林街606号浙江水利水电学校生活区左侧",15967122100.0000," "," "
,"151f13a8-0b8b-48fa-9448-9a10b344ffa1",100841.005800,87753.478000,"文瀚路学林街西","无人值守",3613.000000,3.000000,29.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","文瀚路学林街西南面人行道上",15967122100.0000," "," "
,"699086f9-9ad7-4c1b-b137-c8cf74a0f59d",101872.232600,87823.325600,"杭州师范大学右","无人值守",3614.000000,37.000000,-5.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","学林街杭州师范大学大门右侧",15967122100.0000," "," "
,"bff734e3-100b-4191-b6d6-0fda4b87976a",101506.109800,87524.062700,"钱江湾二十五幢前","无人值守",3616.000000,31.000000,1.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","2号大街浙江工商大学图书馆对面钱江湾25幢前",15967122100.0000," "," "
,"6b0ed6df-f4a2-410c-b15e-58617da6a802",100556.417700,87028.389100,"学正街八零九号","无人值守",3617.000000,3.000000,29.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","学正街809号文海中学对面人行道上",15967122100.0000," "," "
,"82d80a2a-37ad-4ec3-a1cc-c6709d848553",101381.072100,87028.158600,"浙江工商大学正门","无人值守",3618.000000,19.000000,13.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","学正街27号大街东北面浙江工商大学正门右侧",15967122100.0000," "," "
,"e8e0f982-7a94-4b19-a4f2-d27513b7fc48",100754.303300,86569.468400,"杭州第四中学正门","无人值守",3619.000000,4.000000,28.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","6号大街25号大街西北角100米杭州第四中学正门左侧",15967122100.0000," "," "
,"6c24fdaf-828d-42e5-8953-805cc194a819",101206.939800,86578.287400,"六号大街三四二号","无人值守",3620.000000,4.000000,28.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","6号大街342号云水苑农贸市场右侧人行道",15967122100.0000," "," "
,"8e882264-9e2c-46ac-aadc-a8bcd8659159",100942.705700,85168.446700,"听涛路二十五号","无人值守",3622.000000,16.000000,16.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","听涛路25号路口公交373路终点站旁",15967122100.0000," "," "
,"a8cf7b3d-5f8d-4e7c-8cd8-d63a5c851f12",99464.844200,86573.813000,"六号大街科技园路西","无人值守",3623.000000,26.000000,6.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","6号大街科技园路西北角快速公交站后面绿化带上",15967122100.0000," "," "
,"f92c57af-d90b-4889-946c-bd5054e85319",98633.981100,90442.859300,"经四支路农艮路口西","无人值守",3624.000000,26.000000,6.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","经四支路农艮路口西北侧浙江下沙荣成包装有限公司对面",15967122100.0000," "," "
,"2c4cf89f-3440-4dd1-a791-cfc6ab8f5d1d",98852.259000,89723.152000,"纬三路经四支路东","无人值守",3626.000000,22.000000,10.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","纬三路经四支路东北面杭州中粮包装有限公司",15967122100.0000," "," "
,"e82e95b1-8bb8-4802-a126-66245b8e2b65",98526.621900,85498.063400,"十二号大街十一号大街东","无人值守",3630.000000,10.000000,22.000000,"4-10月租车时间6:00-21:00   11-3月租车时间6:30-20:00，还车时间顺延半小时。","12号大街11号大街东南面150米公交站后面",15967122100.0000," "," "
